,Unnamed: 0,actual,SVM Preds,LGB Preds,XGB Preds,CB Preds,MNB_BOW,MNB_TF-IDF
534,24675,OR,CG,CG,OR,CG,CG,CG
535,29274,CG,OR,OR,OR,OR,CG,CG
536,15482,CG,CG,CG,CG,CG,OR,OR
537,28872,CG,OR,OR,OR,OR,OR,CG
538,8435,CG,CG,CG,CG,CG,CG,CG
539,17759,OR,OR,OR,CG,CG,OR,OR
540,3375,OR,OR,OR,OR,OR,OR,OR
541,6206,CG,CG,CG,CG,CG,CG,CG
542,19269,OR,OR,OR,OR,OR,OR,OR
543,16441,CG,CG,CG,CG,CG,CG,CG
544,37558,CG,CG,CG,CG,CG,CG,CG
545,30081,OR,OR,OR,OR,OR,OR,OR
546,21488,OR,OR,OR,OR,OR,CG,OR
547,28986,CG,CG,CG,CG,CG,CG,CG
548,9129,OR,OR,OR,OR,OR,OR,OR
549,10949,OR,OR,OR,OR,OR,OR,OR
550,1993,OR,CG,CG,CG,CG,CG,CG
551,20041,CG,CG,CG,CG,CG,CG,CG
552,15158,CG,CG,CG,CG,CG,CG,CG
553,10134,CG,CG,CG,CG,CG,CG,CG
554,21961,OR,OR,OR,OR,OR,OR,OR
555,33261,CG,CG,CG,CG,CG,CG,CG
556,22458,OR,OR,OR,OR,OR,OR,OR
557,37432,OR,OR,OR,OR,OR,CG,CG
558,39558,CG,OR,OR,OR,OR,CG,CG
559,1278,CG,CG,CG,CG,CG,CG,CG
560,12885,OR,CG,CG,CG,CG,OR,OR
561,16551,OR,OR,OR,CG,CG,OR,OR
562,28366,CG,CG,CG,CG,CG,CG,CG
563,36825,CG,OR,OR,OR,OR,OR,OR
564,35615,OR,OR,OR,OR,OR,OR,OR
565,26286,OR,OR,OR,OR,OR,OR,OR
566,15130,CG,CG,CG,CG,CG,CG,CG
567,15947,CG,CG,CG,CG,CG,CG,CG
568,5377,CG,CG,CG,CG,CG,CG,CG
569,37960,CG,CG,CG,CG,CG,CG,CG
570,35164,CG,CG,CG,CG,CG,CG,CG
571,9287,CG,CG,CG,CG,CG,CG,CG
572,482,OR,OR,OR,OR,OR,OR,OR
573,6730,OR,OR,OR,OR,OR,OR,OR
574,10671,OR,OR,OR,OR,OR,OR,OR
575,8617,CG,CG,CG,CG,CG,CG,CG
576,6747,CG,CG,CG,CG,CG,CG,CG
577,17252,CG,CG,CG,CG,CG,CG,CG
578,15126,CG,CG,CG,CG,CG,CG,CG
579,24212,OR,CG,CG,OR,OR,OR,OR
580,5233,OR,OR,OR,OR,OR,OR,OR
581,23591,OR,OR,OR,OR,OR,OR,OR
582,7337,OR,OR,OR,OR,OR,OR,OR
583,28376,CG,CG,CG,CG,CG,CG,CG
584,314,CG,CG,CG,CG,CG,OR,OR
585,23163,OR,OR,OR,OR,OR,OR,OR
586,5211,OR,OR,OR,OR,OR,OR,OR
587,12378,OR,OR,OR,OR,OR,OR,OR
588,1736,CG,CG,CG,CG,CG,CG,CG
589,217,CG,OR,OR,OR,OR,CG,CG
590,33363,OR,OR,OR,OR,OR,OR,OR
591,18386,CG,CG,CG,CG,CG,CG,CG
592,25302,CG,CG,CG,CG,CG,CG,CG
593,18332,CG,CG,CG,CG,CG,CG,CG
594,9647,OR,CG,CG,OR,OR,OR,OR
595,23271,OR,OR,OR,OR,OR,OR,OR
596,30260,CG,CG,CG,CG,CG,CG,CG
597,7298,OR,OR,OR,OR,OR,OR,OR
598,13920,CG,CG,CG,CG,CG,CG,CG
599,15520,CG,CG,CG,CG,CG,CG,CG
600,7852,CG,CG,CG,CG,CG,CG,CG
601,23020,OR,OR,OR,OR,OR,OR,OR
602,25697,CG,CG,CG,CG,CG,CG,CG
603,13956,OR,CG,CG,OR,OR,OR,OR
604,30190,CG,CG,CG,CG,CG,CG,CG
605,21878,CG,CG,CG,CG,CG,CG,CG
606,19289,OR,OR,OR,OR,OR,OR,OR
607,13701,CG,CG,CG,CG,CG,CG,CG
608,14154,OR,OR,OR,OR,OR,OR,OR
609,5553,CG,CG,CG,CG,CG,CG,CG
610,12085,CG,CG,CG,CG,CG,CG,CG
611,26169,CG,CG,CG,CG,CG,CG,CG
612,17150,CG,CG,CG,OR,OR,CG,CG
613,39571,OR,CG,CG,CG,CG,CG,CG
614,5815,CG,CG,CG,CG,CG,CG,CG
615,11499,CG,CG,CG,CG,CG,CG,CG
616,33651,OR,OR,OR,OR,OR,OR,OR
617,3431,OR,OR,OR,OR,OR,OR,OR
618,1487,CG,OR,OR,OR,OR,CG,CG
619,6420,OR,OR,OR,OR,OR,CG,OR
620,27440,CG,CG,CG,CG,CG,CG,CG
621,15180,OR,OR,OR,OR,OR,OR,OR
622,33197,CG,OR,OR,OR,OR,CG,OR
623,11198,OR,OR,OR,OR,OR,OR,OR
624,8132,OR,OR,OR,OR,OR,OR,OR
625,36273,OR,OR,OR,OR,OR,OR,OR
626,24543,CG,OR,OR,CG,CG,CG,OR
627,16169,CG,CG,CG,OR,CG,CG,CG
628,34879,OR,OR,OR,OR,OR,OR,OR
629,16338,OR,OR,OR,OR,OR,OR,OR
630,9284,CG,CG,CG,CG,CG,OR,OR
631,1670,CG,CG,CG,CG,CG,CG,CG
632,18451,CG,CG,CG,CG,CG,CG,CG
633,23149,CG,OR,OR,OR,OR,CG,OR
634,28990,OR,OR,OR,OR,OR,OR,OR
635,20839,CG,CG,CG,CG,CG,CG,CG
636,6527,OR,OR,OR,OR,OR,OR,OR
637,39648,OR,OR,OR,OR,OR,OR,OR
638,29578,CG,CG,CG,CG,CG,CG,CG
639,2055,CG,CG,CG,CG,CG,CG,CG
640,25420,OR,OR,OR,OR,OR,OR,OR
641,7112,CG,CG,CG,CG,CG,CG,CG
642,18045,OR,OR,OR,CG,OR,OR,OR
643,13972,OR,OR,OR,OR,OR,OR,OR
644,19892,CG,OR,OR,OR,OR,CG,CG
645,18559,CG,CG,CG,CG,CG,CG,CG
646,14273,CG,CG,CG,CG,CG,CG,CG
647,22087,CG,CG,CG,CG,CG,CG,CG
648,14856,CG,CG,CG,CG,CG,CG,CG
649,17679,OR,OR,OR,OR,OR,OR,OR
650,5707,OR,CG,CG,OR,CG,OR,OR
651,38968,CG,CG,CG,CG,CG,CG,CG
652,9253,OR,OR,OR,OR,OR,OR,OR
653,10183,CG,CG,CG,CG,CG,CG,CG
654,8668,CG,CG,CG,OR,OR,CG,CG
655,14712,CG,CG,CG,OR,CG,CG,CG
656,24990,OR,OR,OR,OR,OR,OR,OR
657,5471,OR,OR,OR,OR,OR,OR,OR
658,34755,CG,CG,CG,CG,CG,CG,CG
659,5231,OR,CG,CG,OR,OR,OR,OR
660,35644,CG,CG,CG,CG,CG,CG,CG
661,13642,CG,CG,CG,CG,CG,CG,CG
662,28553,OR,OR,OR,CG,OR,CG,OR
663,9836,OR,OR,OR,OR,OR,OR,OR
664,7880,CG,CG,CG,CG,CG,CG,CG
665,17612,CG,CG,CG,CG,CG,CG,CG
666,31590,OR,OR,OR,OR,OR,OR,OR
667,29248,OR,OR,OR,OR,CG,OR,OR
668,39274,OR,CG,CG,CG,OR,OR,OR
669,29922,CG,CG,CG,CG,CG,CG,CG
670,1503,CG,CG,CG,CG,CG,CG,CG
671,17645,OR,OR,OR,OR,OR,OR,OR
672,2635,OR,OR,OR,OR,OR,OR,OR
673,8111,CG,OR,OR,OR,OR,CG,CG
674,7029,CG,CG,CG,CG,CG,CG,CG
675,39349,OR,CG,CG,CG,CG,OR,OR
676,23500,CG,CG,CG,CG,CG,CG,CG
677,3356,OR,OR,OR,OR,OR,OR,OR
678,25681,CG,OR,OR,CG,CG,CG,CG
679,12248,OR,OR,OR,OR,OR,OR,OR
680,5525,OR,OR,OR,OR,OR,OR,OR
681,29994,OR,CG,CG,CG,CG,CG,OR
682,33216,OR,OR,OR,OR,OR,CG,OR
683,10261,CG,CG,CG,CG,CG,CG,CG
684,25624,OR,OR,OR,OR,OR,OR,OR
685,22077,OR,OR,OR,OR,OR,OR,OR
686,36143,CG,CG,CG,CG,CG,CG,CG
687,27119,OR,OR,OR,OR,OR,OR,OR
688,11858,CG,CG,CG,CG,CG,CG,CG
689,37231,CG,CG,CG,CG,CG,CG,CG
690,6324,CG,CG,CG,CG,CG,CG,CG
691,18128,OR,OR,OR,OR,OR,OR,OR
692,25296,CG,CG,CG,CG,CG,CG,CG
693,11921,OR,OR,OR,OR,OR,OR,OR
694,1464,OR,OR,OR,OR,OR,CG,CG
695,29203,CG,CG,CG,CG,CG,CG,CG
696,37883,CG,OR,OR,CG,CG,OR,OR
697,20582,CG,OR,OR,OR,CG,CG,OR
698,19543,CG,CG,CG,CG,CG,CG,CG
699,9183,CG,CG,CG,OR,CG,CG,CG
700,29527,CG,OR,OR,OR,CG,CG,CG
701,30498,CG,CG,CG,OR,OR,CG,CG
702,15519,OR,OR,OR,OR,OR,OR,OR
703,12527,OR,OR,OR,OR,OR,CG,OR
704,4851,CG,CG,CG,CG,CG,CG,CG
705,30814,OR,OR,OR,OR,OR,OR,OR
706,13014,CG,CG,CG,CG,CG,CG,CG
707,23641,OR,OR,OR,OR,OR,OR,OR
708,23812,OR,CG,CG,CG,CG,CG,OR
709,20549,OR,OR,OR,OR,OR,OR,OR
710,7891,OR,OR,OR,OR,OR,OR,OR
711,20650,CG,CG,CG,CG,CG,CG,CG
712,21499,OR,OR,OR,OR,OR,OR,OR
713,38433,OR,OR,OR,OR,OR,OR,OR
714,7779,OR,OR,OR,OR,OR,OR,OR
715,6267,CG,CG,CG,CG,CG,CG,CG
716,20809,OR,OR,OR,OR,OR,OR,OR
717,30793,OR,OR,OR,OR,OR,OR,OR
718,31854,OR,OR,OR,OR,OR,OR,OR
719,20685,OR,OR,OR,CG,CG,OR,CG
720,32045,OR,OR,OR,OR,OR,OR,OR
721,38710,OR,OR,OR,OR,OR,OR,OR
722,39675,CG,CG,CG,CG,CG,CG,CG
723,31560,OR,OR,OR,OR,OR,OR,OR
724,38405,CG,OR,OR,CG,OR,CG,CG
725,5941,CG,CG,CG,CG,CG,CG,CG
726,18849,OR,OR,OR,OR,OR,OR,OR
727,6705,CG,CG,CG,CG,CG,CG,CG
728,7576,OR,OR,OR,OR,OR,OR,OR
729,29671,OR,CG,CG,CG,CG,CG,CG
730,20450,OR,CG,CG,CG,CG,OR,OR
731,29101,OR,OR,OR,OR,OR,OR,OR
732,30217,CG,CG,CG,CG,CG,CG,CG
733,20993,OR,OR,OR,OR,OR,OR,OR
734,33556,CG,CG,CG,CG,CG,CG,OR
735,2791,OR,OR,OR,OR,OR,OR,OR
736,31937,OR,OR,OR,OR,OR,OR,OR
737,9779,CG,CG,CG,CG,CG,CG,CG
738,24051,CG,CG,CG,CG,CG,CG,CG
739,26255,OR,OR,OR,OR,OR,CG,OR
740,26765,OR,OR,OR,OR,OR,OR,OR
741,19509,OR,OR,OR,OR,OR,CG,OR
742,23234,OR,OR,OR,OR,OR,OR,OR
743,20498,CG,OR,OR,OR,OR,CG,CG
744,31513,CG,CG,CG,CG,CG,CG,CG
745,32221,CG,CG,CG,CG,CG,CG,CG
746,19365,OR,OR,OR,OR,OR,OR,OR
747,27432,CG,CG,CG,CG,CG,CG,CG
748,28887,OR,OR,OR,OR,OR,OR,OR
749,33735,OR,OR,OR,OR,OR,OR,OR
750,109,OR,OR,OR,OR,OR,CG,OR
751,10089,OR,OR,OR,OR,OR,OR,OR
752,27919,OR,OR,OR,OR,OR,OR,OR
753,25484,CG,OR,OR,OR,OR,CG,CG
754,2300,OR,OR,OR,OR,OR,OR,OR
755,39061,CG,CG,CG,CG,CG,CG,CG
756,20926,CG,CG,CG,CG,CG,CG,CG
757,2645,CG,OR,OR,OR,OR,CG,CG
758,27721,OR,OR,OR,OR,OR,OR,OR
759,11849,OR,OR,OR,OR,OR,OR,OR
760,20253,CG,CG,CG,OR,CG,CG,CG
761,28127,OR,OR,OR,OR,OR,OR,OR
762,26032,OR,OR,OR,CG,OR,CG,CG
763,20723,CG,OR,OR,CG,CG,CG,CG
764,23850,CG,CG,CG,CG,CG,OR,OR
765,24823,CG,CG,CG,OR,OR,CG,CG
766,10045,CG,CG,CG,CG,CG,CG,CG
767,24902,CG,CG,CG,CG,CG,CG,CG
768,35390,OR,OR,OR,OR,OR,OR,OR
769,36042,OR,OR,OR,OR,OR,OR,OR
770,37130,CG,CG,CG,CG,CG,CG,CG
771,35377,CG,CG,CG,CG,CG,CG,CG
772,22707,CG,CG,CG,CG,CG,CG,CG
773,1808,OR,OR,OR,OR,OR,OR,OR
774,3502,OR,OR,OR,OR,OR,OR,OR
775,29590,CG,CG,CG,CG,CG,CG,CG
776,38547,CG,CG,CG,CG,CG,CG,CG
777,1033,OR,OR,OR,CG,CG,CG,CG
778,35921,OR,OR,OR,OR,OR,OR,OR
779,21362,OR,OR,OR,OR,OR,OR,OR
780,32811,CG,CG,CG,CG,CG,CG,CG
781,8019,CG,CG,CG,CG,CG,CG,CG
782,36864,CG,OR,OR,OR,CG,CG,CG
783,4289,CG,CG,CG,CG,CG,CG,CG
784,3604,OR,OR,OR,OR,OR,OR,OR
785,40349,OR,OR,OR,OR,OR,OR,OR
786,14740,CG,OR,OR,CG,CG,CG,OR
787,40023,CG,CG,CG,CG,CG,CG,CG
788,13315,CG,CG,CG,CG,CG,CG,CG
789,25797,CG,CG,CG,CG,CG,CG,CG
790,18986,CG,CG,CG,CG,CG,CG,CG
791,3074,CG,CG,CG,CG,CG,CG,CG
792,35980,CG,CG,CG,CG,CG,CG,CG
793,26748,OR,CG,CG,OR,OR,OR,OR
794,35221,OR,OR,OR,OR,OR,OR,OR
795,18808,CG,OR,OR,CG,CG,OR,OR
796,9876,CG,CG,CG,CG,CG,CG,CG
797,10665,CG,CG,CG,CG,CG,CG,CG
798,3350,OR,OR,OR,OR,OR,OR,OR
799,28154,OR,OR,OR,OR,OR,OR,OR
800,23588,CG,CG,CG,CG,CG,CG,CG
801,36044,CG,CG,CG,CG,CG,CG,CG
802,9739,CG,CG,CG,CG,CG,CG,CG
803,1731,CG,CG,CG,CG,CG,CG,CG
804,9358,OR,OR,OR,OR,OR,OR,OR
805,686,OR,OR,OR,OR,OR,OR,OR
806,36675,OR,CG,CG,CG,OR,CG,CG
807,26150,OR,OR,OR,OR,OR,OR,OR
808,22216,CG,CG,CG,CG,CG,CG,CG
809,16231,CG,CG,CG,CG,CG,CG,CG
810,26193,CG,CG,CG,CG,CG,CG,CG
811,14704,CG,CG,CG,CG,CG,CG,CG
812,39645,CG,CG,CG,CG,CG,CG,CG
813,12585,CG,CG,CG,OR,CG,CG,CG
814,38389,OR,OR,OR,OR,OR,OR,OR
815,29472,OR,OR,OR,OR,OR,OR,OR
816,2322,OR,OR,OR,OR,OR,OR,OR
817,35690,CG,CG,CG,CG,CG,CG,CG
818,19263,OR,OR,OR,OR,OR,OR,OR
819,6839,OR,OR,OR,OR,OR,OR,OR
820,20377,OR,OR,OR,CG,OR,OR,OR
821,29904,OR,OR,OR,CG,OR,CG,CG
822,3220,CG,CG,CG,CG,CG,CG,CG
823,27988,OR,OR,OR,OR,OR,OR,OR
824,25758,CG,CG,CG,CG,CG,CG,CG
825,38822,OR,OR,OR,OR,OR,CG,OR
826,24780,CG,CG,CG,CG,CG,CG,CG
827,25904,CG,CG,CG,CG,CG,CG,CG
828,40,CG,CG,CG,CG,CG,CG,CG
829,9767,CG,CG,CG,CG,CG,CG,CG
830,30915,OR,OR,OR,OR,OR,OR,OR
831,8153,OR,CG,CG,CG,CG,CG,CG
832,16620,OR,OR,OR,OR,CG,OR,OR
833,14132,CG,CG,CG,CG,CG,CG,CG
834,19227,OR,OR,OR,OR,OR,OR,OR
835,18285,CG,CG,CG,CG,CG,CG,CG
836,23819,OR,OR,OR,CG,OR,OR,OR
837,682,CG,CG,CG,CG,CG,CG,CG
838,39655,CG,CG,CG,CG,CG,CG,CG
839,27805,OR,OR,OR,OR,OR,OR,OR
840,31408,OR,OR,OR,OR,OR,OR,OR
841,20632,CG,CG,CG,CG,CG,CG,CG
842,15443,CG,CG,CG,CG,CG,CG,CG
843,10393,OR,CG,CG,CG,CG,OR,OR
844,3942,CG,CG,CG,CG,CG,CG,CG
845,20840,CG,CG,CG,OR,CG,CG,CG
846,20785,CG,CG,CG,CG,CG,CG,CG
847,37431,OR,OR,OR,OR,OR,CG,OR
848,23936,OR,CG,CG,CG,CG,OR,OR
849,26936,OR,OR,OR,OR,OR,OR,OR
850,11430,OR,OR,OR,OR,OR,OR,OR
851,36496,CG,CG,CG,CG,CG,CG,CG
852,22893,OR,OR,OR,OR,OR,OR,OR
853,12181,OR,CG,CG,OR,CG,CG,CG
854,37342,OR,CG,CG,CG,CG,CG,CG
855,38509,CG,CG,CG,CG,CG,CG,CG
856,19132,CG,CG,CG,CG,CG,CG,CG
857,21528,CG,OR,OR,CG,CG,CG,CG
858,18345,CG,CG,CG,CG,CG,CG,CG
859,4448,CG,CG,CG,CG,CG,CG,CG
860,34404,CG,CG,CG,CG,CG,CG,CG
861,18356,CG,CG,CG,CG,CG,CG,CG
862,15484,CG,OR,OR,OR,CG,OR,OR
863,9758,OR,OR,OR,OR,OR,OR,OR
864,10453,OR,OR,OR,OR,OR,OR,OR
865,5045,CG,CG,CG,CG,CG,CG,CG
866,6882,CG,CG,CG,CG,CG,CG,CG
867,40389,OR,OR,OR,OR,OR,OR,OR
868,26272,CG,CG,CG,CG,CG,CG,CG
869,19489,OR,CG,CG,CG,CG,CG,CG
870,10186,CG,CG,CG,CG,CG,CG,CG
871,4034,CG,CG,CG,CG,CG,CG,CG
872,11626,CG,CG,CG,OR,OR,CG,CG
873,12357,CG,OR,OR,CG,CG,OR,OR
874,13729,CG,OR,OR,OR,OR,CG,OR
875,34730,OR,OR,OR,OR,OR,OR,OR
876,14757,OR,OR,OR,OR,OR,OR,OR
877,14505,CG,CG,CG,CG,CG,CG,CG
878,15481,OR,OR,OR,OR,OR,OR,OR
879,19496,OR,OR,OR,OR,OR,OR,OR
880,25608,CG,CG,CG,CG,CG,CG,CG
881,26281,CG,CG,CG,CG,CG,CG,CG
882,26301,CG,CG,CG,CG,OR,CG,CG
883,24359,CG,OR,OR,OR,OR,CG,CG
884,33308,OR,CG,CG,CG,OR,CG,CG
885,5563,CG,CG,CG,CG,CG,CG,CG
886,10838,CG,CG,CG,CG,CG,CG,CG
887,15277,OR,OR,OR,OR,OR,OR,OR
888,8596,CG,CG,CG,CG,CG,CG,CG
889,40228,CG,CG,CG,CG,CG,CG,CG
890,26615,OR,OR,OR,OR,OR,OR,OR
891,7557,OR,CG,CG,OR,OR,OR,OR
892,27960,CG,CG,CG,CG,CG,CG,CG
893,8508,CG,CG,CG,OR,CG,CG,CG
894,24987,OR,CG,CG,CG,CG,OR,OR
895,36779,OR,OR,OR,OR,OR,OR,OR
896,30147,CG,CG,CG,CG,CG,CG,CG
897,24308,OR,OR,OR,OR,OR,OR,OR
898,21284,OR,OR,OR,OR,OR,OR,OR
899,16942,OR,OR,OR,OR,OR,OR,OR
900,35373,OR,OR,OR,OR,OR,OR,OR
901,23801,CG,CG,CG,CG,CG,CG,CG
902,3290,CG,CG,CG,CG,CG,CG,CG
903,19718,CG,CG,CG,CG,CG,OR,OR
904,3277,OR,OR,OR,OR,OR,OR,OR
905,20146,OR,CG,CG,OR,OR,OR,OR
906,37663,OR,CG,CG,CG,CG,CG,CG
907,3102,OR,OR,OR,OR,OR,OR,OR
908,9778,CG,CG,CG,CG,CG,CG,CG
909,26097,CG,CG,CG,CG,CG,CG,CG
910,32533,OR,OR,OR,OR,OR,OR,OR
911,40156,CG,CG,CG,CG,CG,CG,CG
912,21656,OR,OR,OR,OR,OR,OR,OR
913,27725,CG,CG,CG,CG,OR,CG,OR
914,6481,OR,OR,OR,OR,OR,OR,OR
915,8899,CG,CG,CG,CG,CG,CG,CG
916,1962,CG,CG,CG,CG,CG,CG,CG
917,8528,OR,OR,OR,OR,OR,OR,OR
918,5292,OR,OR,OR,OR,OR,OR,OR
919,30684,CG,CG,CG,CG,CG,CG,CG
920,10881,CG,CG,CG,CG,CG,CG,CG
921,27187,OR,OR,OR,OR,OR,OR,OR
922,27196,CG,CG,CG,CG,CG,CG,CG
923,12830,OR,OR,OR,OR,OR,CG,OR
924,4569,OR,OR,OR,OR,OR,OR,OR
925,10936,OR,OR,OR,OR,OR,OR,OR
926,39450,OR,OR,OR,OR,OR,OR,OR
927,15555,OR,OR,OR,OR,OR,OR,OR
928,12081,CG,CG,CG,CG,CG,CG,OR
929,10919,CG,CG,CG,CG,CG,CG,CG
930,11335,OR,OR,OR,OR,OR,OR,OR
931,21073,OR,OR,OR,OR,OR,CG,OR
932,22895,OR,OR,OR,OR,OR,OR,OR
933,18189,CG,CG,CG,CG,CG,CG,CG
934,30223,CG,CG,CG,CG,CG,CG,CG
935,25974,CG,CG,CG,CG,CG,CG,CG
936,37413,OR,OR,OR,OR,OR,OR,OR
937,37511,OR,OR,OR,CG,OR,OR,OR
938,12921,CG,CG,CG,CG,CG,CG,CG
939,12981,OR,CG,CG,CG,CG,OR,OR
940,4199,CG,OR,OR,OR,OR,OR,OR
941,37400,CG,OR,OR,OR,OR,OR,OR
942,23278,OR,OR,OR,OR,OR,OR,OR
943,12434,OR,CG,CG,CG,OR,CG,CG
944,34525,OR,OR,OR,OR,OR,OR,CG
945,16847,CG,CG,CG,CG,CG,CG,CG
946,40005,CG,CG,CG,CG,CG,CG,CG
947,8317,CG,CG,CG,CG,CG,OR,OR
948,25131,CG,CG,CG,CG,CG,CG,CG
949,27257,OR,OR,OR,OR,OR,OR,OR
950,33711,CG,CG,CG,CG,CG,CG,OR
951,7721,CG,CG,CG,CG,CG,CG,CG
952,36110,CG,CG,CG,CG,CG,CG,CG
953,38628,OR,OR,OR,OR,OR,OR,OR
954,33803,OR,OR,OR,OR,OR,CG,OR
955,34205,CG,CG,CG,CG,CG,CG,CG
956,34195,CG,CG,CG,CG,CG,CG,CG
957,967,CG,CG,CG,CG,CG,CG,CG
958,35439,OR,OR,OR,CG,CG,CG,OR
959,13953,OR,OR,OR,OR,OR,OR,OR
960,31766,OR,OR,OR,OR,OR,OR,OR
961,1829,CG,CG,CG,CG,CG,CG,CG
962,9317,OR,OR,OR,OR,OR,CG,OR
963,3488,CG,CG,CG,CG,CG,CG,CG
964,19242,CG,CG,CG,CG,CG,CG,CG
965,26001,OR,OR,OR,OR,OR,OR,OR
966,30229,CG,CG,CG,CG,CG,CG,CG
967,20871,OR,CG,CG,CG,CG,OR,OR
968,6427,OR,OR,OR,OR,OR,OR,OR
969,23811,OR,OR,OR,OR,OR,CG,CG
970,17641,CG,CG,CG,CG,CG,CG,CG
971,33860,CG,CG,CG,CG,CG,CG,CG
972,27539,OR,OR,OR,OR,OR,OR,OR
973,9273,CG,CG,CG,CG,CG,CG,CG
974,10198,OR,OR,OR,OR,OR,OR,OR
975,8713,OR,OR,OR,OR,OR,CG,CG
976,31701,CG,CG,CG,CG,CG,CG,CG
977,23484,CG,CG,CG,CG,CG,CG,CG
978,6662,CG,CG,CG,CG,CG,CG,CG
979,10378,CG,CG,CG,CG,CG,CG,CG
980,26074,CG,CG,CG,CG,CG,CG,CG
981,26731,OR,OR,OR,OR,OR,CG,CG
982,36696,OR,OR,OR,OR,CG,OR,OR
983,3177,OR,OR,OR,OR,OR,OR,OR
984,22919,OR,OR,OR,OR,OR,OR,OR
985,18609,CG,CG,CG,CG,CG,CG,CG
986,8188,CG,CG,CG,CG,CG,CG,CG
987,22400,OR,OR,OR,OR,OR,OR,OR
988,37122,CG,OR,OR,OR,OR,CG,CG
989,4867,CG,OR,OR,CG,CG,CG,CG
990,40036,OR,OR,OR,OR,OR,OR,OR
991,29276,CG,CG,CG,CG,CG,CG,CG
992,28285,OR,OR,OR,OR,OR,OR,OR
993,12968,OR,OR,OR,OR,OR,OR,OR
994,38862,OR,OR,OR,OR,OR,CG,CG
995,15252,OR,OR,OR,OR,OR,OR,OR
996,35392,CG,CG,CG,CG,CG,CG,CG
997,22818,CG,CG,CG,OR,CG,CG,CG
998,28829,OR,OR,OR,OR,OR,OR,OR
999,33777,CG,CG,CG,CG,CG,CG,CG
1000,16818,OR,OR,OR,OR,OR,OR,CG
1001,9708,OR,OR,OR,OR,OR,OR,OR
1002,11567,CG,CG,CG,CG,CG,CG,CG
1003,729,CG,OR,OR,CG,CG,CG,CG
1004,5286,OR,OR,OR,OR,OR,OR,OR
1005,5864,CG,CG,CG,OR,OR,CG,CG
1006,6871,OR,OR,OR,OR,OR,OR,OR
1007,20970,CG,CG,CG,CG,CG,CG,CG
1008,28402,CG,CG,CG,CG,CG,CG,CG
1009,23514,CG,CG,CG,CG,CG,CG,CG
1010,19779,OR,OR,OR,OR,OR,OR,OR
1011,38337,OR,OR,OR,OR,OR,CG,CG
1012,36504,CG,CG,CG,OR,OR,CG,CG
1013,15590,CG,CG,CG,CG,CG,CG,CG
1014,40102,CG,OR,OR,CG,CG,CG,CG
1015,29037,OR,OR,OR,OR,OR,OR,OR
1016,24529,CG,CG,CG,CG,CG,CG,CG
1017,35075,CG,CG,CG,CG,CG,CG,CG
1018,8034,CG,CG,CG,CG,CG,CG,CG
1019,26511,OR,OR,OR,OR,OR,OR,OR
1020,17227,OR,OR,OR,OR,OR,OR,OR
1021,11605,OR,OR,OR,OR,OR,OR,OR
1022,1631,OR,OR,OR,OR,OR,CG,OR
1023,953,CG,CG,CG,CG,CG,CG,CG
1024,2276,CG,CG,CG,CG,CG,CG,CG
1025,11265,CG,CG,CG,CG,CG,CG,CG
1026,9427,CG,CG,CG,CG,CG,CG,CG
1027,23893,CG,CG,CG,CG,OR,CG,CG
1028,16993,OR,OR,OR,OR,OR,CG,OR
1029,608,OR,OR,OR,OR,OR,OR,OR
1030,30611,CG,OR,OR,OR,OR,CG,OR
1031,20214,OR,OR,OR,OR,OR,CG,OR
1032,23751,CG,OR,OR,OR,OR,CG,OR
1033,26138,CG,CG,CG,CG,CG,CG,CG
1034,18439,CG,CG,CG,CG,CG,CG,CG
1035,39126,OR,OR,OR,OR,OR,OR,OR
1036,1398,OR,OR,OR,OR,OR,OR,OR
1037,38169,CG,CG,CG,CG,CG,CG,CG
1038,7949,OR,OR,OR,OR,OR,OR,OR
1039,3105,OR,OR,OR,OR,OR,OR,OR
1040,24701,CG,CG,CG,OR,OR,OR,OR
1041,23008,CG,CG,CG,CG,CG,CG,CG
1042,2744,OR,OR,OR,OR,OR,OR,OR
1043,39739,CG,CG,CG,CG,CG,CG,CG
1044,37099,OR,OR,OR,OR,OR,CG,OR
1045,35573,OR,OR,OR,OR,OR,OR,OR
1046,5549,OR,OR,OR,CG,OR,OR,OR
1047,2767,OR,OR,OR,OR,OR,OR,OR
1048,33664,OR,OR,OR,OR,OR,OR,OR
1049,25181,CG,CG,CG,CG,CG,CG,CG
1050,16036,CG,CG,CG,CG,CG,CG,CG
1051,34333,OR,OR,OR,OR,OR,OR,OR
1052,13405,CG,CG,CG,CG,CG,CG,OR
1053,28912,OR,OR,OR,OR,OR,OR,OR
1054,7755,OR,OR,OR,OR,OR,OR,OR
1055,8920,CG,CG,CG,CG,CG,CG,CG
1056,6491,CG,CG,CG,CG,CG,CG,CG
1057,32448,OR,OR,OR,OR,OR,OR,OR
1058,38010,OR,OR,OR,OR,OR,OR,OR
1059,5010,OR,OR,OR,OR,OR,CG,OR
1060,27714,CG,CG,CG,CG,CG,CG,CG
1061,11034,CG,CG,CG,CG,CG,CG,CG
1062,198,OR,CG,CG,CG,CG,CG,OR
1063,24459,CG,CG,CG,CG,CG,CG,CG
1064,4508,CG,OR,OR,CG,OR,CG,CG
1065,20915,CG,CG,CG,CG,CG,CG,CG
1066,7070,OR,OR,OR,OR,OR,OR,OR
1067,14083,CG,OR,OR,OR,OR,CG,OR
